Age,Annual_Income,Total_Debt,Credit_History_Years,Payment_History,Loan_Count,Credit_Utilization_Percent,Late_Payments,Employment_Years,Savings,Number_of_Credit_Cards,Creditworthy
44,1555828,183373,16,Excellent,6,12.6,1,11,208905,6,Yes
31,812543,599641,6,Good,5,31.8,0,0,443606,3,No
49,228320,113861,4,Good,2,44.4,1,16,139333,0,Yes
32,1368554,421724,17,Good,3,61.4,0,14,891131,6,Yes
52,611116,315831,22,Average,2,8.9,1,28,249962,6,Yes
45,373069,242110,7,Good,3,64.6,1,13,83638,3,No
23,1277353,891204,17,Good,0,28.9,4,2,1021578,4,Yes
42,946988,706547,24,Poor,2,73.4,0,17,351491,4,No
50,1202892,554012,5,Good,4,80.4,2,15,177511,1,No
65,681590,405723,18,Poor,5,21.9,2,13,138085,0,Yes
43,383047,99266,15,Poor,6,33.9,2,25,34195,0,No
28,404605,157496,22,Good,0,32.5,1,4,179431,6,Yes
31,1042881,342870,24,Average,0,42.3,3,5,106897,6,Yes
58,1755125,109892,25,Good,3,7.9,1,3,1079315,4,Yes
51,1692604,68582,25,Average,3,23.8,3,19,999891,1,Yes
42,203312,115416,11,Average,3,71.1,1,8,130343,5,No
37,1030350,401319,2,Average,4,9.8,0,0,110224,5,No
47,623316,268373,16,Good,0,85.4,0,13,373505,0,Yes
36,1165132,648658,27,Good,3,69.2,2,18,322711,1,Yes
55,1209127,325302,27,Good,5,93.7,5,17,506742,3,No
44,953422,33281,26,Good,3,43.9,1,1,400325,4,Yes
61,1759006,844741,26,Good,1,75.3,0,6,1387531,5,Yes
49,1117635,506447,13,Good,7,61.5,3,9,651081,1,No
36,1043349,276063,17,Good,0,61.7,4,18,150786,4,No
32,1779908,1094917,16,Good,6,39.2,2,9,498166,4,Yes
65,224760,74105,17,Excellent,3,23.7,0,29,83889,4,Yes
42,1711180,867933,9,Excellent,3,77.9,1,14,72382,1,No
42,1274677,134309,27,Excellent,6,81.5,2,16,635515,4,Yes
26,1567784,755635,23,Good,4,17.4,0,8,514124,3,Yes
53,557844,270055,17,Excellent,1,89.9,1,30,235501,1,Yes
61,1796405,395358,24,Poor,3,14.4,0,16,406928,4,Yes
64,740315,65405,8,Poor,4,76.1,2,18,163469,0,No
57,795863,193298,6,Good,2,93.1,0,18,615778,6,No
55,1606445,619745,23,Good,2,55.1,1,18,1091060,2,Yes
57,617625,85538,12,Good,4,10.8,3,24,101639,2,No
43,450914,114792,29,Average,7,29.7,1,6,124374,3,No
58,469768,322876,15,Excellent,0,24.3,4,2,246092,5,No
23,1736518,718816,6,Excellent,0,88.2,1,5,887330,4,No
58,1591220,993973,12,Average,4,74.9,1,22,417446,3,No
60,253869,187692,30,Excellent,5,20.1,2,7,187699,1,Yes
43,286022,17327,25,Average,4,85.0,2,25,33324,2,Yes
29,1365679,493942,26,Average,4,20.5,3,11,124702,6,No
40,1301268,282062,22,Average,7,17.7,0,22,354192,5,Yes
57,1279950,878418,9,Good,0,57.2,5,4,841790,0,No
54,492023,116548,28,Poor,4,5.1,0,15,208556,0,Yes
54,1431775,390671,5,Excellent,4,17.9,1,0,274649,5,No
37,1167073,369351,27,Good,6,87.4,4,19,803882,6,Yes
24,1625028,769984,21,Good,3,91.0,3,6,966977,5,No
31,1124447,830407,25,Good,3,27.7,2,0,852474,2,No
63,1428495,159531,7,Average,0,51.7,3,17,742731,5,No
65,1728674,435054,5,Good,2,6.0,3,4,254530,5,No
34,496480,45013,28,Good,1,22.4,0,15,231330,6,Yes
56,1793374,666405,5,Average,5,30.8,1,30,746826,3,No
57,1584355,220205,4,Average,4,85.5,1,29,1111390,5,No
51,368490,52330,7,Average,5,37.0,1,8,29511,4,No
39,1286581,178111,24,Average,1,5.1,1,6,703506,2,Yes
34,399055,218014,19,Good,0,76.1,0,6,88669,4,Yes
28,847540,337994,16,Average,7,24.8,1,10,578623,6,No
39,829714,311199,10,Good,1,82.1,3,21,84302,1,No
33,595872,52294,23,Good,3,87.6,3,3,344616,6,No
31,699089,488724,19,Good,3,75.3,2,13,161931,4,No
61,591274,296226,6,Poor,7,18.4,0,1,132819,0,No
37,1730184,421131,14,Excellent,2,33.5,4,11,1176275,6,No
35,1047239,523240,11,Excellent,1,49.5,0,16,814570,2,Yes
50,645982,400966,12,Good,6,48.7,2,29,194557,6,Yes
55,732959,380264,21,Good,0,38.3,0,24,561217,2,Yes
35,419968,199149,9,Excellent,0,10.0,3,10,229098,4,Yes
37,905836,597311,10,Good,2,69.5,1,5,204459,3,No
39,492229,122681,10,Good,6,31.4,3,21,251893,2,Yes
61,846246,227154,8,Poor,0,81.8,2,3,450427,1,No
25,478871,41452,13,Good,2,36.1,1,7,282660,6,Yes
23,1506931,104303,1,Average,7,24.3,5,5,1176514,2,No
63,563395,108467,24,Average,5,28.4,0,24,398902,2,Yes
63,720340,431045,4,Average,5,53.7,0,20,373830,3,No
31,1652542,540266,26,Excellent,6,44.2,2,13,1247251,2,Yes
64,751107,506353,30,Good,2,33.0,0,22,209751,0,Yes
37,260257,144545,20,Good,6,75.0,2,18,178670,3,Yes
56,809085,323331,1,Good,0,80.2,1,14,524568,4,No
52,513997,95449,18,Average,3,74.8,1,22,99998,5,No
46,1192237,584319,25,Average,6,44.7,1,12,504945,6,Yes
30,746088,420759,4,Average,1,90.0,0,12,209700,6,No
43,1389337,65798,19,Poor,3,53.8,3,12,407184,5,No
64,398401,90162,25,Average,2,51.2,6,22,304461,6,Yes
35,1758608,810698,15,Poor,6,79.7,3,17,67199,1,No
26,431924,206850,25,Good,5,54.9,1,7,29180,3,Yes
26,687732,180620,7,Good,2,37.9,0,8,473120,4,No
47,453349,18554,13,Poor,4,85.6,3,2,226923,3,No
53,1514431,1080441,1,Average,4,88.9,1,23,1060335,6,No
26,736110,219349,3,Good,4,69.9,1,8,478587,6,No
36,821147,29782,24,Poor,3,41.6,0,18,485228,0,Yes
45,546008,176208,5,Good,5,8.5,0,27,129016,1,Yes
28,187967,43980,22,Good,4,86.4,0,4,101539,4,No
35,1766292,212236,12,Excellent,7,57.8,2,17,59601,1,Yes
52,1768236,1239220,2,Good,2,37.8,3,27,340054,2,No
40,885860,353894,27,Good,2,64.3,0,0,129637,1,Yes
26,1104133,575419,21,Good,2,72.6,1,8,94105,6,Yes
22,1078488,230943,24,Good,1,34.0,1,4,407980,4,Yes
57,964586,575308,24,Good,5,31.7,2,3,720267,3,Yes
55,1350694,92814,7,Poor,4,44.6,2,0,468570,3,No
47,650641,295211,21,Excellent,0,41.6,1,10,488395,0,Yes
61,1612649,416805,12,Good,6,50.9,1,3,652362,3,No
33,848179,228320,19,Poor,1,74.2,1,13,632767,2,No
60,779253,200118,1,Excellent,4,83.1,4,4,310098,3,No
39,1463203,628263,18,Excellent,2,52.6,1,21,249763,5,Yes
49,622882,25747,7,Good,5,93.1,4,2,398219,2,No
31,600182,84470,11,Good,2,79.9,0,13,421077,6,No
52,1275426,933955,1,Average,7,35.9,1,6,588073,5,No
38,333245,71071,6,Average,1,86.5,1,20,140989,6,No
51,770381,361672,3,Good,5,84.8,3,15,329649,4,No
50,1044645,186445,30,Poor,7,56.4,3,27,418047,3,Yes
46,405019,178928,21,Excellent,3,86.2,3,10,113475,6,No
56,1107091,224574,4,Good,7,67.4,2,7,90766,2,No
56,1629796,1099953,30,Poor,5,50.3,4,16,376091,4,No
28,1437669,926070,27,Excellent,6,69.3,1,10,151282,2,Yes
30,598267,402133,9,Poor,4,10.5,1,10,30660,2,No
22,1043663,233461,13,Good,3,47.9,0,4,617403,6,Yes
47,1685949,572673,29,Good,1,19.8,2,29,113476,4,Yes
30,574341,48518,28,Excellent,6,15.4,2,12,56426,5,Yes
59,702828,253152,19,Good,0,51.0,4,19,414650,0,Yes
35,602355,147684,30,Good,5,15.2,2,10,319376,6,Yes
49,1004899,583442,23,Poor,6,32.5,3,30,34259,1,Yes
43,1125238,503439,1,Excellent,7,86.7,3,25,401473,3,No
35,1017393,609721,28,Poor,7,17.6,2,17,390539,2,Yes
34,873045,437287,1,Good,2,82.0,4,16,582892,2,No
22,1579453,129389,22,Excellent,4,47.3,2,4,1030211,6,Yes
57,1595512,621597,28,Average,4,89.8,0,13,817360,3,No
57,1149831,681592,22,Average,4,5.8,0,10,911921,6,Yes
62,1245923,570955,26,Poor,7,68.2,1,24,565052,3,Yes
25,1103482,635740,8,Good,3,83.9,0,1,157183,3,No
23,1561875,175212,13,Excellent,5,52.9,4,5,1186861,3,Yes
27,1764973,63191,30,Average,2,36.5,0,9,1327193,4,Yes
32,1036047,149169,6,Average,7,54.9,1,14,634126,0,No
33,1659018,970064,15,Excellent,3,60.7,1,15,899662,1,Yes
38,1418360,516386,21,Average,0,20.4,1,3,765468,4,Yes
48,1374871,354638,22,Good,5,27.8,1,24,932379,6,Yes
32,1381838,762033,24,Good,5,54.8,3,14,90795,1,No
57,484224,356347,3,Average,3,38.1,0,8,42990,5,No
51,660808,209319,16,Good,3,89.1,1,6,354495,1,Yes
38,1256299,787903,21,Poor,5,10.8,2,4,467204,6,No
39,1227159,351865,26,Good,3,52.2,1,12,412924,1,Yes
44,668011,456000,6,Excellent,7,74.1,1,9,70999,0,No
34,632891,125569,25,Good,3,10.4,0,16,262728,4,Yes
24,1383865,786971,30,Average,2,55.4,2,6,369641,6,Yes
63,1151248,560589,6,Good,3,70.9,2,2,195904,5,No
32,1171469,725404,10,Poor,2,7.9,4,14,792301,2,No
64,641792,144683,22,Good,6,72.9,2,27,462104,3,Yes
54,1163581,349444,13,Average,0,14.6,1,14,667893,3,Yes
31,722015,115335,23,Average,2,57.2,1,4,492397,1,Yes
63,919290,679740,18,Good,3,89.9,2,15,326470,2,No
40,1350808,252800,24,Excellent,5,20.7,2,17,758171,5,Yes
61,1105431,780439,5,Good,0,67.8,2,16,388648,2,No
53,1424625,582023,16,Average,7,27.0,1,27,180639,5,Yes
36,1243319,322587,17,Excellent,4,68.5,1,6,203530,3,Yes
23,596978,415517,13,Excellent,2,11.8,1,5,261668,3,Yes
37,1738068,333212,22,Poor,6,60.1,1,19,1271748,0,No
53,1379751,817250,16,Good,7,25.3,2,5,550353,1,Yes
23,1372097,652294,8,Good,3,71.6,0,5,217624,2,No
43,1628763,394897,14,Average,0,53.0,0,14,508454,1,Yes
42,853222,384875,2,Average,5,50.3,1,19,120191,4,No
41,1637384,1024673,3,Excellent,6,74.1,2,10,1235247,1,No
44,1664209,832310,28,Good,3,37.4,0,25,265425,1,Yes
53,1327647,246363,2,Good,6,22.9,4,0,239902,2,No
49,942371,622774,14,Good,0,36.0,0,23,606080,5,Yes
42,263369,37479,13,Excellent,2,23.5,3,18,204646,6,Yes
38,1598412,362940,22,Poor,3,30.7,1,7,270487,3,Yes
36,1116705,717472,9,Good,4,74.7,2,18,149701,2,No
55,1130162,311728,12,Excellent,3,50.2,2,4,479352,2,Yes
22,1296964,522248,7,Poor,4,31.6,4,4,648227,5,No
65,391830,24564,12,Poor,0,35.5,4,12,157772,3,No
39,260388,68871,14,Poor,3,50.3,1,9,160819,3,No
29,283892,50249,26,Good,5,89.5,0,5,202625,1,Yes
59,1393261,295953,4,Good,1,80.3,2,7,923844,5,No
45,1669493,1093945,24,Average,0,46.8,2,11,1220490,1,Yes
28,1701466,1183127,22,Good,2,65.9,2,1,313747,4,No
38,1449611,446301,20,Poor,6,72.6,1,20,705282,3,No
46,1476220,236850,24,Good,1,77.2,1,12,415889,5,No
45,934105,326715,20,Average,4,59.4,3,21,374667,5,No
36,1698087,334039,7,Excellent,1,81.9,2,18,212447,3,No
51,864029,205242,3,Average,2,76.0,2,29,71423,5,No
53,1706534,1206450,20,Good,4,91.1,3,19,784797,3,No
60,1097786,169945,7,Excellent,5,37.8,0,14,92485,1,Yes
49,989217,666605,11,Excellent,0,19.4,1,0,382595,3,Yes
50,1028923,257595,22,Average,2,76.9,4,23,282667,4,No
33,1215354,907698,18,Good,6,78.3,1,4,391187,6,No
51,615071,204787,5,Poor,6,66.2,3,15,73087,6,No
52,744678,216278,26,Good,6,14.7,3,19,565075,2,Yes
64,1158080,837134,10,Poor,0,34.6,2,15,913028,3,No
37,1131441,317036,23,Average,7,49.7,3,19,641198,0,No
54,1677108,547647,6,Good,2,49.6,3,0,369499,5,No
54,356806,181958,2,Average,6,29.0,1,16,193358,2,No
38,691603,44696,6,Excellent,0,43.9,1,8,231463,0,No
25,1678339,546653,25,Good,7,25.4,1,4,1036183,3,Yes
35,624865,395553,27,Good,5,38.8,2,17,459325,1,Yes
27,1523499,932318,23,Good,5,77.9,1,9,191667,6,Yes
64,1700982,1082252,27,Good,2,25.6,1,1,629867,3,Yes
53,1779792,763750,3,Good,7,92.0,2,25,225888,4,No
43,1092735,811068,12,Good,5,19.6,1,25,866592,5,Yes
57,465521,226269,4,Good,1,47.7,1,7,231728,2,Yes
25,1589854,546088,8,Good,0,79.2,4,7,555199,5,No
61,815232,97466,11,Good,6,45.9,1,18,184040,1,No
60,1456647,596688,28,Average,0,42.3,0,6,525747,0,Yes
41,1487079,597938,9,Average,2,25.0,0,17,568612,1,Yes
42,1420351,204884,20,Good,5,70.4,3,8,575607,6,No
42,1670036,476795,3,Good,4,43.6,3,8,167211,4,No
32,839738,43343,10,Poor,4,24.9,1,14,263413,6,No
64,405160,167354,2,Good,1,81.8,0,9,124590,4,No
42,187531,7762,9,Good,3,64.8,1,6,62241,0,No
50,1227328,677468,10,Average,4,36.2,2,27,540946,6,Yes
40,1445898,269524,8,Good,6,69.4,5,17,733610,5,No
64,996228,474869,9,Poor,1,91.3,3,14,340893,1,No
61,1381700,347100,27,Good,5,78.9,2,30,967097,0,Yes
27,901037,86310,10,Average,0,29.3,2,9,711222,0,Yes
29,732004,345554,28,Good,6,27.8,4,4,105347,1,Yes
50,1084098,459669,10,Good,6,39.8,3,23,162858,3,Yes
34,1356371,930169,28,Excellent,2,28.2,3,16,245502,2,Yes
56,1273365,604735,28,Good,4,82.6,1,0,294471,2,Yes
34,1538311,539478,16,Average,6,91.0,1,16,248020,2,No
41,1466916,519794,19,Excellent,6,75.9,2,21,849394,5,Yes
32,775642,579204,18,Good,0,45.6,1,14,320324,3,Yes
26,424839,228748,21,Average,3,14.5,2,8,332718,5,No
30,1004255,234611,15,Average,2,36.1,3,9,570218,2,No
35,964625,262971,21,Excellent,1,62.4,1,17,477845,2,Yes
29,959128,522464,16,Average,2,47.7,0,11,411265,5,Yes
51,1216059,630213,16,Excellent,7,93.7,2,25,343349,3,No
31,701608,90980,18,Good,1,36.4,1,13,525458,6,Yes
24,1116197,622079,6,Poor,7,33.5,1,5,329821,4,No
58,1761469,1272421,6,Average,7,31.8,2,12,358786,5,No
27,1608080,284052,27,Good,7,50.5,2,9,1213468,3,Yes
28,488449,276721,4,Good,1,13.0,6,2,360405,4,No
22,682420,165882,2,Poor,7,30.2,4,4,278195,2,No
61,874335,292301,15,Good,6,51.2,0,18,644061,3,Yes
38,666799,264924,13,Excellent,5,23.1,3,20,530601,3,Yes
64,666275,328244,22,Average,6,21.8,2,4,422863,2,Yes
51,1555035,392430,26,Good,3,7.7,4,25,579572,3,Yes
58,281376,117600,24,Poor,6,63.9,1,16,115004,3,Yes
40,1035080,734522,3,Average,7,94.4,3,4,379170,0,No
30,669626,200174,28,Average,1,27.4,3,3,534043,1,Yes
58,621416,215764,4,Excellent,3,79.7,5,3,206477,3,No
28,495507,154247,27,Average,4,16.9,4,8,86910,1,Yes
25,804446,273834,30,Excellent,1,8.2,2,7,85695,2,Yes
52,343834,215828,3,Average,5,73.7,0,13,81707,6,No
52,203429,17402,17,Average,4,55.7,0,4,149354,6,No
23,1544940,235577,4,Excellent,7,26.8,1,5,559969,2,No
24,853218,274226,13,Poor,2,51.1,0,6,661744,3,Yes
55,1163825,718492,22,Good,4,86.7,2,6,768932,0,Yes
38,1686404,794003,9,Good,3,64.5,2,15,1154513,1,No
58,1369906,722862,7,Average,2,67.2,1,15,353584,5,No
44,475767,46223,6,Good,7,78.9,4,10,84503,1,No
22,1348932,80704,9,Excellent,7,48.9,1,4,719409,2,No
25,604226,204108,29,Good,0,79.5,0,7,143718,6,Yes
40,222727,94860,30,Average,2,27.6,1,5,126497,1,Yes
37,1113396,757440,19,Excellent,2,32.5,3,17,616133,2,Yes
29,733083,518240,25,Average,7,16.0,4,5,575919,0,Yes
30,1036626,720960,3,Good,7,17.3,4,0,685998,3,No
35,927419,58577,7,Average,5,57.7,1,17,92923,0,No
35,1377086,310789,20,Excellent,0,48.2,0,9,645452,5,Yes
55,1407512,692461,29,Excellent,5,85.6,1,22,544500,4,Yes
22,1156433,506022,27,Average,6,93.6,0,4,63472,6,Yes
52,1421597,399754,23,Average,4,16.7,2,20,725959,1,Yes
42,1537133,878127,3,Good,2,12.5,0,17,742779,6,Yes
49,444528,286925,15,Good,0,12.5,1,13,326606,3,Yes
47,1384798,451191,6,Good,6,27.0,0,29,129647,1,Yes
27,764054,394671,28,Average,4,54.0,1,9,153053,5,Yes
32,1770963,231130,24,Average,7,21.6,1,10,682743,1,Yes
46,1029710,586956,12,Good,5,60.3,4,28,667536,5,No
57,1577515,140489,5,Good,5,42.5,0,22,572620,6,Yes
45,450040,144012,11,Average,2,25.2,2,27,334228,4,Yes
59,928736,549673,6,Average,4,8.6,1,19,154806,3,Yes
46,1484766,512968,13,Good,2,44.1,2,16,304383,2,Yes
